source_file,timestamp,gain_db,center_frequency_hz,sample_rate_hz,duration_seconds,bias_t_state,topology,temperatures_c,adc_mean,adc_sigma,adc_p0_1,adc_p99_9,adc_entropy_bits,adc_clipping_fraction
data/rf_characterization/SDR-CONFIG-SEQUENCE-FIX-01-20260826T205052Z/gain_ascending_40.2.h5,2026-08-26T20:51:14.396195+00:00,40.2,1420405752,2400000,2.0,ON,50_OHM_TO_LNA_FILTER_CABLING_TO_RTL_SDR,[],127.3988078125,0.6352238250062977,126.0,129.0,1.3915612379969784,0.0
data/rf_characterization/SDR-CONFIG-SEQUENCE-FIX-01-20260826T205052Z/gain_descending_40.2.h5,2026-08-26T20:51:24.337838+00:00,40.2,1420405752,2400000,2.0,ON,50_OHM_TO_LNA_FILTER_CABLING_TO_RTL_SDR,[],127.3981165625,0.6360596265260962,126.0,129.0,1.393477708379278,0.0
data/rf_characterization/INDOOR-ANTENNA-COUPLING-CHECK-01-20260827T003104Z/50ohm_a.h5,2026-08-27T00:31:11.889640+00:00,40.2,1420405752,2400000,2.0,ON,50_OHM_TO_LNA_FILTER_CABLING_TO_RTL_SDR,[],127.39855197916667,0.6363908382975038,126.0,129.0,1.394233594771693,0.0
data/rf_characterization/INDOOR-ANTENNA-COUPLING-CHECK-01-20260827T003104Z/50ohm_b.h5,2026-08-27T00:39:55.094487+00:00,40.2,1420405752,2400000,2.0,ON,50_OHM_TO_LNA_FILTER_CABLING_TO_RTL_SDR,[],127.39851895833333,0.6369367890004849,126.0,129.0,1.3954768895697183,0.0
